语言学术语	yuyanxueshuyu
课堂过程研究	ketangguochengyanjiu
课堂话语	ketanghuayu
课头	ketou
肯定陈述	kendingchenshu
肯定陈述句	kendingchenshuju
肯定极项词	kendingjixiangci
肯定礼貌策略	kendinglimaocelve
肯定连词	kendinglianci
空	kong
空档	kongdang
空间化隐喻	kongjianhuayinyu
空间指示语	kongjianzhishiyu
空节型移位结构	kongjiexingyiweijiegou
空量化	konglianghua
空缺	kongque
空缺	kongque
空缺被动句	kongquebeidongju
空算子	kongsuanzi
空位	kongwei
空位	kongwei
空语类	kongyulei
空语类原则	kongyuleiyuanze
空语子	kongyuzi
空元	kongyuan
控制动词	kongzhidongci
控制功能	kongzhigongneng
控制理论	kongzhililun
控制练习法	kongzhilianxifa
控制一致原则	kongzhiyizhiyuanze
控制组	kongzhizu
口吃	kouchi
口内音	kouneiyin
口腔	kouqiang
口腔气流机制	kouqiangqiliujizhi
口腔音	kouqiangyin
口头话语	koutouhuayu
口头文化	koutouwenhua
口头文学	koutouwenxue
口头语言	koutouyuyan
口误	kouwu
口译	kouyi
口译员	kouyiyuan
口音	kouyin
口音歧视	kouyinqishi
口音消除	kouyinxiaochu
口语能力	kouyunengli
口语水平面试	kouyushuipingmianshi
口语体	kouyuti
口语形式	kouyuxingshi
库藏	kucang
库德—理查德逊公式	kudelichadexungongshi
库尔干假说	kuerganjiashuo
库尔干文化	kuerganwenhua
库法体	kufati
酷儿语言学	kueryuyanxue
夸克语法	kuakeyufa
夸张	kuazhang
跨部门语言圆桌机构	kuabumenyuyanyuanzhuojigou
跨喉辅音和谐	kuahoufuyinhexie
跨课程阅读	kuakechengyuedu
跨类翻译	kualeifanyi
跨文化交际	kuawenhuajiaoji
跨文化语用学	kuawenhuayuyongxue
跨学科写作	kuaxuekexiezuo
跨语言情境	kuayuyanqingjing
跨语言研究	kuayuyanyanjiu
跨语言影响	kuayuyanyingxiang
跨域映射	kuayuyingshe
跨越	kuayue
蒯斯庭得拉通用语	kuaisitingdelatongyongyu
块状语言	kuaizhuangyuyan
快速读音形式	kuaisuduyinxingshi
快速形式	kuaisuxingshi
快速言语	kuaisuyanyu
快速阅读	kuaisuyuedu
宽二合元音	kuanerheyuanyin
宽辅音	kuanfuyin
宽容准则	kuanrongzhunze
宽式标音法	kuanshibiaoyinfa
宽式罗密克音标	kuanshiluomikeyinbiao
宽域	kuanyu
宽元音	kuanyuanyin
框架	kuangjia
框架构建	kuangjiagoujian
框架理论	kuangjialilun
框架特征	kuangjiatezheng
框架语义学	kuangjiayuyixue
框式介词	kuangshijieci
奎森奈尔积木	kuisennaierjimu
馈给	kuigei
馈给关系	kuigeiguanxi
馈给规则	kuigeiguize
馈给次序	kuigeicixu
扩充	kuochong
扩展投射原则	kuozhantousheyuanze
扩展	kuozhan
扩展条件	kuozhantiaojian
括号悖论	kuohaobeilun
括号标记法	kuohaobiaojifa
括号结构	kuohaojiegou
拉丁国际语	ladingguojiyu
拉丁语语法	ladingyuyufa
拉丁字母	ladingzimu
拉丁字母表	ladingzimubiao
拉链式音变	lalianshiyinbian
拉平	laping
拉森结构	lasenjiegou
拉西测量法	laxiceliangfa
拉西分析法	laxifenxifa
拉西模型	laximoxing
莱比锡学派	laibixixuepai
莱茵河扇状三角洲	laiyinheshanzhuangsanjiaozhou
赖曼定律	laimandinglv
兰姆达算子	lanmudasuanzi
朗读	langdu
浪波计	langboji
劳动号子说	laodonghaozishuo
雷同假说	leitongjiashuo
类别	leibie
类别词	leibieci
类别内包关系	leibieneibaoguanxi
类分裂	leifenlie
类辅音	leifuyin
类空间	leikongjian
类裂现	leiliexian
类属词	leishuci
类同关系	leitongguanxi
类推	leitui
类推变化	leituibianhua
类推创新	leituichuangxin
类推扩展	leituikuozhan
类推现象论者	leituixianxianglunzhe
类推形式	leituixingshi
类推原则	leituiyuanze
类象符号	leixiangfuhao
类型	leixing
类型—标记比	leixingbiaojibi
类型共性	leixinggongxing
类型推理	leixingtuili
类义子	leiyizi
类语重叠	leiyuchongdie
类元音	leiyuanyin
类指	leizhi
类指称	leizhicheng
累计形式	leijixingshi
离格	lige
离合诗	liheshi
离散无限性	lisanwuxianxing
离散项目测试	lisanxiangmuceshi
离散性	lisanxing
离线任务	lixianrenwu
离心结构	lixinjiegou
离中趋势	lizhongqushi
犁耕体	ligengti
礼貌式	limaoshi
礼貌套话	limaotaohua
礼貌现象	limaoxianxiang
礼貌形式	limaoxingshi
礼貌原则	limaoyuanze
礼仪性功能	liyixinggongneng
里德和凯洛格图解	lidehekailuogetujie
俚语	liyu
理解教育法	lijiejiaoyufa
理解性语误	lijiexingyuwu
理据	liju
理论	lilun
理论论	lilunlun
’
理论语言学	lilunyuyanxue
理想成员	lixiangchengyuan
理想的说话人与听话人	lixiangdeshuohuarenyutinghuaren
理想化	lixianghua
理想化认知模型	lixianghuarenzhimoxing
理想化语言使用者	lixianghuayuyanshiyongzhe
理性主义	lixingzhuyi
理性主义观点	lixingzhuyiguandian
力动态理论	lidongtaililun
力动态系统	lidongtaixitong
历时语言学	lishiyuyanxue
历时语义学	lishiyuyixue
历史比较语言学	lishibijiaoyuyanxue
历史过去时	lishiguoqushi
历史句法	lishijufa
历史同化	lishitonghua
历史现在时	lishixianzaishi
历史音系学	lishiyinxixue
历史语法	lishiyufa
历史语言学	lishiyuyanxue
历史语用学	lishiyuyongxue
立足点	lizudian
例行话语	lixinghuayu
例子完美性排序	liziwanmeixingpaixu
粒子音系学	liziyinxixue
连词	lianci
连词叠用	liancidieyong
连带指示性	liandaizhishixing
连动句	liandongju
连动式	liandongshi
连读音变	lianduyinbian
连读浊化	lianduzhuohua
连贯	lianguan
连贯标音	lianguanbiaoyin
连接	lianjie
连接词	lianjieci
连接副词	lianjiefuci
连接性次序	lianjiexingcixu
连接性副词	lianjiexingfuci
连接音	lianjieyin
连接语素	lianjieyusu
连诵	liansong
连锁	liansuo
连系动词	lianxidongci
连写句	lianxieju
连续层级移位	lianxucengjiyiwei
连续成分	lianxuchengfen
连续过程	lianxuguocheng
连续实体	lianxushiti
连续书写体	lianxushuxieti
连续体	lianxuti
连续体	lianxuti
连续文本	lianxuwenben
连续文字	lianxuwenzi
连续演变	lianxuyanbian
连音	lianyin
联邦英语	lianbangyingyu
联邦政府的官样文章	lianbangzhengfudeguanyangwenzhang
联合语	lianheyu
联加语	lianjiayu
联觉系列词	lianjuexilieci
联觉音位	lianjueyinwei
联觉音组	lianjueyinzu
（）
联接线	lianjiexian
联结主义	lianjiezhuyi
联系项	lianxixiang
联系重现	lianxichongxian
联想词	lianxiangci
联想词	lianxiangci
联想词源	lianxiangciyuan
联想搭配	lianxiangdapei
联想关系	lianxiangguanxi
联想记忆	lianxiangjiyi
联想学习	lianxiangxuexi
联想意义	lianxiangyiyi
联珠	lianzhu
练习	lianxi
链等级体系	liandengjitixi
链式音变	lianshiyinbian
链选择	lianxuanze
链状动词	lianzhuangdongci
链状分析法	lianzhuangfenxifa
两耳分听	liangerfenting
两分对立组	liangfenduilizu
两分法	liangfenfa
两分量表	liangfenliangbiao
两极问题	liangjiwenti
两极形容词	liangjixingrongci
两可从属连语	liangkecongshulianyu
亮元音	liangyuanyin
量词	liangci
量词浮游	liangcifuyou
量词搁浅	liangcigeqian
量词提升	liangcitisheng
量词辖域	liangcixiayu
量化	lianghua
量级小品词	liangjixiaopinci
量敏感性	liangminganxing
量气术	liangqishu
量限定名词	liangxiandingmingci
量重音	liangzhongyin
量准则	liangzhunze
量子区	liangziqu
列联表	lielianbiao
列文森会话含义三原则	liewensenhuihuahanyisanyuanze
邻接对	linjiedui
邻接条件	linjietiaojian
邻接同化	linjietonghua
邻接性	linjiexing
邻接异化	linjieyihua
邻接原则	linjieyuanze
邻体效用	lintixiaoyong
邻音影响	linyinyingxiang
临床指导法	linchuangzhidaofa
临时插入	linshicharu
临时词	linshici
临时量词	linshiliangci
临时性造词	linshixingzaoci
临时语法	linshiyufa
吝啬定律	linsedinglv
零词缀	lingcizhui
零杆	linggan
零冠词	lingguanci
零假设	lingjiashe
零价动词	lingjiadongci
零价谓词	lingjiaweici
零前指	lingqianzhi
零式引用语	lingshiyinyongyu
零算子	lingsuanzi
零替代	lingtidai
零位派生法	lingweipaishengfa
零形式	lingxingshi
零形素	lingxingsu
零语素	lingyusu
零照应	lingzhaoying
零主语参数	lingzhuyucanshu
领会	linghui
领属	lingshu
领属代词	lingshudaici
领属条件	lingshutiaojian
领域	lingyu
领域参照测试	lingyucanzhaoceshi
领域特殊性	lingyuteshuxing
另指代词	lingzhidaici
另指人称	lingzhirencheng
浏览	liulan
流变	liubian
流畅模仿	liuchangmofang
流畅性失语症	liuchangxingshiyuzheng
流利（程度）	liulichengdu
流俗词源	liusuciyuan
流行词	liuxingci
流行效应	liuxingxiaoying
流行语	liuxingyu
流音	liuyin
六音步诗行	liuyinbushihang
漏字	louzi
录波器	luboqi
录音日志	luyinrizhi
路标	lubiao
路径	lujing
路径分析	lujingfenxi
乱语	luanyu
伦敦学派	lundunxuepai
伦敦英语	lundunyingyu
轮替运动	luntiyundong
论元分裂式话题	lunyuanfenlieshihuati
论元结构	lunyuanjiegou
论元位置	lunyuanweizhi
论元约束	lunyuanyueshu
罗马文字化	luomawenzihua
罗马字母表	luomazimubiao
罗曼语言学	luomanyuyanxue
罗曼语语言学	luomanyuyuyanxue
罗塞达碑	luosaidabei
罗扎诺夫法	luozhanuofufa
逻各斯中心主义	luogesizhongxinzhuyi
逻辑关系	luojiguanxi
逻辑理据	luojiliju
逻辑实在论	luojishizailun
逻辑实证主义	luojishizhengzhuyi
逻辑式	luojishi
逻辑式表征	luojishibiaozheng
逻辑—语义关系	luojiyuyiguanxi
逻辑语义学	luojiyuyixue
逻辑蕴涵	luojiyunhan
逻辑值	luojizhi
逻辑主语	luojizhuyu
螺旋式教学	luoxuanshijiaoxue
驴句	lvju
驴句回指词	lvjuhuizhici
略读	lvedu
妈妈语	mamayu
马尔可夫过程	maerkefuguocheng
马尔可夫模型	maerkefumoxing
马尔学派	maerxuepai
马格效应	magexiaoying
马基雅弗利型动机	majiyafulixingdongji
玛雅文字	mayawenzi
慢速形式	mansuxingshi
矛盾修辞	maodunxiuci
冒险型	maoxianxing
贸易语言	maoyiyuyan
眉题	meiti
媒介语	meijieyu
媒介作用理论	meijiezuoyonglilun
美国风格	meiguofengge
美国国防部语言学能成套测试	meiguoguofangbuyuyanxuenengchengtaoceshi
美国结构主义	meiguojiegouzhuyi
美国手语	meiguoshouyu
美国信息交换标准代码	meiguoxinxijiaohuanbiaozhundaima
美国英语	meiguoyingyu
美式英语	meishiyingyu
美学功能	meixuegongneng
美洲印第安语言学	meizhouyindianyuyanxue
门策拉—阿尔特曼定律	mencelaaertemandinglv
蒙古症	mengguzheng
蒙塔古语法	mengtaguyufa
蜜蜂舞蹈语	mifengwudaoyu
免费搭车	mianfeidache
面部表情	mianbubiaoqing
面对面互动交流	mianduimianhudongjiaoliu
面子理论	mianzililun
面子威胁行为	mianziweixiexingwei
描述符	miaoshufu
描述功能	miaoshugongneng
描述功能	miaoshugongneng
描述统计法	miaoshutongjifa
描述统计学	miaoshutongjixue
描述性（言语）行为	miaoshuxingyanyuxingwei
描述性研究	miaoshuxingyanjiu
描写	miaoxie
描写充分性	miaoxiechongfenxing
描写写作	miaoxiexiezuo
描写语法	miaoxieyufa
描写语言学	miaoxieyuyanxue
描写语用学	miaoxieyuyongxue
民间词源	minjianciyuan
民间词源学	minjianciyuanxue
民谣四行诗	minyaosixingshi
敏感期	minganqi
名称学	mingchengxue
名词	mingci
名词词组	mingcicizu
名词簇	mingcicu
名词短语	mingciduanyu
名词短语可及性等级	mingciduanyukejixingdengji
名词短语首词	mingciduanyushouci
名词短语移位	mingciduanyuyiwei
名词短语状语	mingciduanyuzhuangyu
名词化	mingcihua
名词化形容词	mingcihuaxingrongci
名词句	mingciju
名词类	mingcilei
名词同等词	mingcitongdengci
名词型功能	mingcixinggongneng
名词性成分	mingcixingchengfen
名词性词干	mingcixingcigan
名词性词根	mingcixingcigen
名词性从句	mingcixingcongju
名词性短语	mingcixingduanyu
名词性关系小句	mingcixingguanxixiaoju
名词性句子	mingcixingjuzi
名词性失语	mingcixingshiyu
名词性施事	mingcixingshishi
名词性数词	mingcixingshuci
名词性文体	mingcixingwenti
名词性习语	mingcixingxiyu
名词修饰语	mingcixiushiyu
名词修饰语	mingcixiushiyu
名词语言	mingciyuyan
名目定义	mingmudingyi
名祖词	mingzuci
明确解读	mingquejiedu
明示定义	mingshidingyi
明示推理交际	mingshituilijiaoji
明示推理模式	mingshituilimoshi
明喻	mingyu
冥想	mingxiang
铭文学	mingwenxue
命令式	minglingshi
命令疑问句	minglingyiwenju
命令转换	minglingzhuanhuan
命名	mingming
命名词	mingmingci
命名理论	mingminglilun
命名实体抽取	mingmingshitichouqu
命名障碍	mingmingzhangai
命题	mingti
命题逻辑	mingtiluoji
命题内容	mingtineirong
命题网络	mingtiwangluo
命题演算	mingtiyansuan
命题意义	mingtiyiyi
谬论	miulun
谬误	miuwu
摹仿	mofang
摹拟	moni
摹声说	moshengshuo
摹状词	mozhuangci
模仿	mofang
模仿词	mofangci
模仿记忆法	mofangjiyifa
模仿强化论	mofangqianghualun
模糊	mohu
模糊	mohu
模糊边界	mohubianjie
模糊范畴	mohufanchou
模糊集	mohuji
模糊类	mohulei
模糊限制词	mohuxianzhici
模糊意义	mohuyiyi
模糊语	mohuyu
模糊语法	mohuyufa
模糊语言学	mohuyuyanxue
模块	mokuai
模块理论	mokuaililun
模拟	moni
模拟词	monici
模拟交际	monijiaoji
模拟口语水平测试	monikouyushuipingceshi
模式	moshi
模式匹配	moshipipei
模式系统	moshixitong
模态	motai
模态词	motaici
模态逻辑	motailuoji
模态算子	motaisuanzi
模型理论语义学	moxinglilunyuyixue
模型论	moxinglun
模因论	moyinlun
摩擦	moca
摩擦音	mocayin
末端重量原则	moduanzhongliangyuanze
末尾重复	moweichongfu
末尾重心	moweizhongxin
末尾重心原则	moweizhongxinyuanze
末音节重读词	moyinjiezhongduci
末音前音调	moyinqianyindiao
莫尔斯电码	moersidianma
莫拉	mola
默读	modu
默认推理	morentuili
默认意义	morenyiyi
默认语义学	morenyuyixue
默音步	moyinbu
母节点	mujiedian
母句	muju
母亲用语	muqinyongyu
母语干扰	muyuganrao
目标	mubiao
目标格	mubiaoge
目标设定	mubiaosheding
目标题元角色	mubiaotiyuanjuese
目标域	mubiaoyu
目的行为主义	mudixingweizhuyi
目的论	mudilun
目的体	muditi
目的物	mudiwu
目的语	mudiyu
纳米句法	namijufa
南岛语言学	nandaoyuyanxue
难度参数	nanducanshu
难度顺序	nandushunxu
难度系数	nanduxishu
难解问题	nanjiewenti
难语症	nanyuzheng
囊包	nangbao
脑半球	naobanqiu
脑优势	naoyoushi
闹剧	naoju
内包位置	neibaoweizhi
内爆破音	neibaopoyin
内爆塞音	neibaoseyin
内爆音	neibaoyin
内部标点符号	neibubiaodianfuhao
内部分布	neibufenbu
内部分布类	neibufenbulei
内部构拟	neibugouni
内部合并	neibuhebing
内部解释	neibujieshi
内部借用	neibujieyong
内部借用语	neibujieyongyu
内部开音渡	neibukaiyindu
内部历史	neibulishi
内部连读音变	neibulianduyinbian
内部屈折	neibuqushe
内部替换形素	neibutihuanxingsu
内部效度	neibuxiaodu
内部形式	neibuxingshi
内部言语	neibuyanyu
内部语言	neibuyuyan
内部语言	neibuyuyan
内部语言学	neibuyuyanxue
内部元音连续	neibuyuanyinlianxu
内部照应	neibuzhaoying
内规范语言	neiguifanyuyan
内涵	neihan
内涵逻辑	neihanluoji
内涵性动词	neihanxingdongci
内涵性语境	neihanxingyujing
内涵意义	neihanyiyi
内化	neihua
内化语言	neihuayuyan
内破音	neipoyin
内嵌	neiqian
内驱力降低理论	neiqulijiangdililun
内圈英语	neiquanyingyu
内容词	neirongci
内容分析	neirongfenxi
内容普遍性	neirongpubianxing
内容效度	neirongxiaodu
内省	neixing
内吸音	neixiyin
内向结构	neixiangjiegou
内兄弟一致关系	neixiongdiyizhiguanxi
内隐式学习	neiyinshixuexi
内在大纲	neizaidagang
内在动机	neizaidongji
内在格	neizaige
内在记忆	neizaijiyi
内在顺序	neizaishunxu
内在效度	neizaixiaodu
内在形式	neizaixingshi
内在性	neizaixing
内在序次	neizaixuci
内在知识	neizaizhishi
能产性	nengchanxing
能产性技能	nengchanxingjineng
能产性语言知识	nengchanxingyuyanzhishi
能力测试	nengliceshi
能力—处理互动	nenglichulihudong
能力分组	nenglifenzu
能指	nengzhi
能指式	nengzhishi
拟人	niren
拟声	nisheng
拟声词	nishengci
拟声构词法	nishenggoucifa
拟纵深研究	nizongshenyanjiu
昵称	nicheng
逆被动态	nibeidongtai
逆变错误	nibiancuowu
逆干扰	niganrao
逆构词	nigouci
逆构法	nigoufa
逆级嵌入	nijiqianru
逆向干扰	nixiangganrao
逆向同化	nixiangtonghua
逆向语音变化	nixiangyuyinbianhua
逆行规则	nixingguize
逆行结构	nixingjiegou
逆行重音	nixingzhongyin
逆序法	nixufa
逆译法	niyifa
逆转换	nizhuanhuan
年龄分段	nianlingfenduan
黏结	nianjie
黏聚性	nianjuxing
黏着	nianzhe
黏着法	nianzhefa
黏着句	nianzheju
黏着句	nianzheju
黏着形式	nianzhexingshi
黏着型语言	nianzhexingyuyan
黏着性	nianzhexing
黏着语	nianzheyu
黏着语义学	nianzheyuyixue
黏着指数	nianzhezhishu
鸟类鸣叫	niaoleimingjiao
牛津英语大词典	niujinyingyudacidian
挪移	nuoyi
女权主义语言学	nvquanzhuyiyuyanxue
女王英语	nvwangyingyu
女性语言	nvxingyuyan
女韵	nvyun
偶发同化	oufatonghua
偶发音变	oufayinbian
偶然空缺	ourankongque
偶然命题	ouranmingti
偶造语	ouzaoyu
偶值特征	ouzhitezheng
排比	paibi
排除副词	paichufuci
排练策略	pailiancelve
排列	pailie
派生	paisheng
派生词干	paishengcigan
派生词缀	paishengcizhui
派生次位词	paishengciweici
派生短语标记	paishengduanyubiaoji
派生反义词	paishengfanyici
派生历程	paishenglicheng
派生行为名词	paishengxingweimingci
派生环境	paishenghuanjing
派生句	paishengju
派生名物化结构	paishengmingwuhuajiegou
派生施事格名词	paishengshishigemingci
派生首位词	paishengshouweici
派生意义	paishengyiyi
判断句	panduanju
旁价语	pangjiayu
旁听	pangting
旁支序列	pangzhixulie
呸—呸理论	peipeililun
陪音	peiyin
配列模式	peiliemoshi
配音	peiyin
批评话语分析	pipinghuayufenxi
批评语言学	pipingyuyanxue
皮奥特洛夫斯基—阿尔特曼定律	piaoteluofusijiaertemandinglv
皮尔逊积矩相关系数	pierxunjijuxiangguanxishu
皮姆斯勒语言学能成套测试	pimusileiyuyanxuenengchengtaoceshi
皮姆斯勒语言学习系统	pimusileiyuyanxuexixitong
皮钦语	piqinyu
皮亚杰认知发展阶段	piyajierenzhifazhanjieduan
疲劳度	pilaodu
偏差	piancha
偏好规则系统	pianhaoguizexitong
偏离	pianli
偏倚	pianyi
偏远地区	pianyuandiqu
偏置	pianzhi
篇章	pianzhang
篇章功能	pianzhanggongneng
篇章语义学	pianzhangyuyixue
篇章指示语	pianzhangzhishiyu
片假名	pianjiaming
漂浮成分	piaofuchengfen
撇号	piehao
